id,Class_1,Class_2,Class_3,Class_4
110471,0.069428144,0.555336576,0.241649302,0.133585978
110472,0.072233358,0.472170867,0.30068783,0.154907946
110473,0.097699467,0.568711719,0.225401513,0.108187301
110474,0.072169442,0.519132339,0.319172515,0.089525703
110475,0.082238061,0.707870776,0.107015818,0.102875345
110476,0.096794017,0.657798689,0.128997256,0.116410038
110477,0.096615903,0.601959262,0.169003893,0.132420942
110478,0.077786606,0.511253372,0.304704153,0.106255869
110479,0.088581269,0.701654403,0.111424135,0.098340193
110480,0.072551006,0.534739247,0.226111947,0.1665978
110481,0.091456819,0.454474525,0.34386955,0.110199106
110482,0.073951527,0.625137485,0.159852482,0.141058506
110483,0.088693003,0.524519772,0.271159931,0.115627295
110484,0.070425978,0.513157514,0.261619053,0.154797454
110485,0.070264623,0.538015578,0.209312532,0.182407267
110486,0.100523748,0.532048086,0.244408829,0.123019337
110487,0.098186431,0.745815898,0.110468034,0.045529637
110488,0.072010559,0.519180117,0.325901978,0.082907346
110489,0.080548058,0.409697899,0.319118158,0.190635884
110490,0.101158464,0.64428558,0.16789803,0.086657926
110491,0.078639239,0.490085872,0.200409658,0.23086523
110492,0.079511317,0.518804185,0.235531374,0.166153123
110493,0.074344372,0.530402549,0.195205241,0.200047839
110494,0.0965387,0.408041201,0.345963047,0.149457053
110495,0.093229292,0.557492045,0.233672478,0.115606184
110496,0.096696542,0.556512451,0.194267154,0.152523853
110497,0.087609943,0.534463981,0.183820888,0.194105188
110498,0.084671538,0.507086228,0.290776422,0.117465812
110499,0.067241679,0.44488057,0.377277767,0.110599984
110500,0.090333524,0.446229428,0.352491966,0.110945081
110501,0.081838326,0.454579164,0.287779237,0.175803273
110502,0.084518323,0.563327254,0.251400833,0.10075359
110503,0.083924794,0.608234216,0.202498437,0.105342553
110504,0.066703328,0.448262035,0.349254439,0.135780198
110505,0.109779154,0.473035192,0.349342944,0.067842711
110506,0.066148414,0.656946526,0.146968078,0.129936982
110507,0.12459505,0.501506236,0.244421084,0.12947763
110508,0.108455643,0.630699677,0.166574693,0.094269987
110509,0.09565626,0.568289913,0.212580607,0.12347322
110510,0.091369639,0.559098975,0.166944271,0.182587115
110511,0.092386182,0.557400963,0.215869369,0.134343486
110512,0.072110183,0.52065628,0.231901717,0.17533182
110513,0.077632415,0.527885724,0.321736374,0.072745487
110514,0.084371015,0.703809031,0.116685054,0.0951349
110515,0.071860036,0.537335942,0.286416245,0.104387777
110516,0.105827887,0.597013057,0.214326209,0.082832848
110517,0.09734013,0.473393021,0.349313869,0.079952981
110518,0.085945968,0.656785496,0.108894797,0.148373738
110519,0.09259189,0.612027538,0.171099928,0.124280644
110520,0.079598681,0.639852958,0.19556739,0.08498097
110521,0.07840681,0.606430283,0.138837478,0.176325429
110522,0.077857518,0.573500724,0.141975966,0.206665792
110523,0.090291447,0.542102262,0.206780366,0.160825925
110524,0.092040138,0.20392146,0.641797878,0.062240525
110525,0.097855854,0.510679818,0.314311213,0.077153116
110526,0.077407525,0.445542136,0.32927073,0.147779609
110527,0.084528435,0.552902572,0.1673763,0.195192693
110528,0.100472819,0.629132625,0.171228938,0.099165617
110529,0.083486375,0.635838572,0.168177062,0.11249799
110530,0.097718873,0.523363641,0.312976414,0.065941072
110531,0.088902325,0.404287192,0.349466386,0.157344097
110532,0.075712225,0.484828904,0.228368797,0.211090075
110533,0.098219681,0.640995149,0.186624913,0.074160256
110534,0.094352447,0.48478606,0.341685623,0.079175871
110535,0.106681884,0.497357368,0.287158467,0.108802281
110536,0.095293394,0.597506107,0.207772155,0.099428344
110537,0.109727286,0.569731777,0.242641683,0.077899253
110538,0.100557706,0.564456523,0.191348709,0.143637063
110539,0.091526201,0.673106254,0.126012943,0.109354601
110540,0.079400995,0.450848188,0.336072096,0.133678721
110541,0.078379652,0.704695161,0.12082207,0.096103117
110542,0.0789028,0.606392426,0.165396405,0.149308369
110543,0.067914692,0.342023347,0.503726093,0.086335868
110544,0.073499014,0.620029813,0.217867265,0.088603909
110545,0.087177922,0.527581226,0.233800555,0.151440297
110546,0.070581873,0.524646855,0.312535457,0.092235814
110547,0.078807808,0.65506887,0.116007361,0.150115961
110548,0.094644317,0.595915163,0.200456321,0.108984199
110549,0.096532815,0.619851896,0.206926699,0.07668859
110550,0.068872469,0.633716581,0.128049565,0.169361386
110551,0.079652079,0.571185714,0.234682104,0.114480103
110552,0.07326087,0.543117474,0.161699239,0.221922416
110553,0.074024056,0.577516863,0.211296588,0.137162493
110554,0.081468222,0.531773606,0.182637829,0.204120343
110555,0.088161832,0.652159265,0.120780711,0.138898193
110556,0.079678548,0.575411763,0.143369797,0.201539892
110557,0.080169717,0.509099295,0.213605383,0.197125605
110558,0.120940184,0.535078476,0.212526339,0.131455002
110559,0.077995866,0.624933128,0.161189375,0.135881631
110560,0.086204621,0.565745104,0.221466091,0.126584184
110561,0.085098472,0.401033601,0.412971205,0.100896722
110562,0.085237464,0.587748678,0.145948097,0.181065761
110563,0.085267464,0.593991491,0.216322562,0.104418483
110564,0.0900245,0.551278115,0.228432658,0.130264728
110565,0.111775044,0.708019949,0.085174148,0.095030859
110566,0.08009829,0.627005537,0.165943327,0.126952847
110567,0.067496363,0.688866167,0.120591183,0.123046286
110568,0.082284391,0.56143098,0.239512762,0.116771867
110569,0.077432036,0.629242517,0.17326132,0.120064127
110570,0.090998387,0.609074954,0.172876971,0.127049689
110571,0.085502096,0.540469218,0.221497828,0.152530858
110572,0.081134802,0.624419979,0.20936713,0.085078089
110573,0.090511282,0.524341141,0.277697606,0.107449972
110574,0.108910171,0.344428674,0.461521788,0.085139368
110575,0.078401782,0.54010246,0.163616231,0.217879527
110576,0.075255517,0.687851957,0.125550097,0.111342429
110577,0.070738745,0.658086245,0.188118964,0.083056047
110578,0.085930969,0.680957411,0.132525554,0.100586066
110579,0.084885534,0.704862761,0.088705408,0.121546297
110580,0.07640404,0.63525585,0.193874871,0.094465239
110581,0.083949269,0.5784437,0.144405376,0.193201655
110582,0.087154689,0.487062131,0.278194567,0.147588612
110583,0.073104851,0.523169771,0.181614944,0.222110434
110584,0.085979177,0.6205183,0.195863427,0.097639097
110585,0.08556272,0.659018498,0.098555627,0.156863155
110586,0.072466406,0.70623009,0.116075925,0.105227579
110587,0.07299108,0.668231285,0.192232887,0.066544747
110588,0.072750504,0.596847981,0.228491752,0.101909763
110589,0.083723082,0.649413667,0.208395248,0.058468004
110590,0.084652722,0.529115617,0.304484317,0.081747344
110591,0.098549249,0.649838294,0.12860108,0.123011377
110592,0.082158755,0.453398889,0.365539163,0.098903192
110593,0.082611909,0.588491253,0.241985202,0.086911636
110594,0.07878786,0.654472594,0.174684492,0.092055054
110595,0.084971519,0.368358198,0.384157854,0.162512429
110596,0.103535709,0.517893285,0.189414439,0.189156566
110597,0.085434477,0.459830862,0.234433529,0.220301131
110598,0.066225441,0.578740836,0.191258128,0.163775595
110599,0.076186398,0.569100191,0.173312818,0.181400593
110600,0.083189716,0.678753026,0.10481863,0.133238628
110601,0.077802411,0.603353217,0.161382798,0.157461574
110602,0.092403673,0.498778266,0.287499567,0.121318493
110603,0.13043406,0.631329785,0.146695711,0.091540443
110604,0.077460806,0.594873758,0.258468257,0.069197179
110605,0.082293582,0.521693181,0.252708484,0.143304753
110606,0.072203529,0.529311255,0.274823495,0.123661721
110607,0.088276424,0.545031597,0.201501926,0.165190053
110608,0.066802704,0.642799212,0.17792246,0.112475624
110609,0.075780775,0.74439678,0.099780203,0.080042241
110610,0.079962788,0.520121692,0.274443667,0.125471853
110611,0.08688151,0.638946971,0.155406265,0.118765254
110612,0.082671391,0.583699392,0.221842879,0.111786338
110613,0.070533127,0.536710071,0.2582642,0.134492602
110614,0.072359793,0.541353075,0.229687824,0.156599308
110615,0.079715198,0.6193412,0.178171409,0.122772194
110616,0.070381556,0.59212422,0.217731287,0.119762938
110617,0.08044867,0.613548271,0.227825785,0.078177274
110618,0.093806413,0.673225563,0.156578039,0.076389985
110619,0.090140707,0.587808916,0.226941928,0.095108449
110620,0.078193592,0.579718481,0.284437701,0.057650225
110621,0.084354734,0.676104587,0.133844197,0.105696482
110622,0.094997229,0.461538143,0.319610017,0.123854612
110623,0.075766159,0.468244363,0.252892785,0.203096694
110624,0.086051797,0.668031622,0.129642147,0.116274434
110625,0.064582433,0.577139051,0.251966657,0.106311859
110626,0.082441555,0.667354715,0.14415787,0.10604586
110627,0.076014652,0.562002721,0.156821477,0.20516115
110628,0.093992992,0.625501348,0.185853634,0.094652027
110629,0.103058057,0.633094358,0.184799431,0.079048153
110630,0.100351778,0.610175392,0.172039042,0.117433788
110631,0.091227868,0.723218301,0.103148798,0.082405032
110632,0.082287865,0.567876649,0.205300955,0.144534531
110633,0.083390429,0.607506881,0.180060317,0.129042373
110634,0.09454757,0.623111977,0.170840595,0.111499858
110635,0.077610804,0.633872177,0.177674664,0.110842355
110636,0.083528902,0.503801476,0.340252661,0.072416961
110637,0.07798799,0.617268468,0.200391529,0.104352014
110638,0.09954379,0.556093101,0.213063862,0.131299246
110639,0.086232295,0.580052854,0.230374915,0.103339936
110640,0.130108922,0.546220089,0.25034982,0.073321169
110641,0.077877971,0.543104267,0.217647897,0.161369865
110642,0.078400232,0.64327342,0.114786775,0.163539573
110643,0.090565407,0.58210801,0.190503345,0.136823238
110644,0.082341681,0.626887256,0.149613087,0.141157976
110645,0.074224576,0.601620097,0.190208041,0.133947286
110646,0.053103622,0.733016581,0.151292493,0.062587305
110647,0.084902099,0.454348261,0.310732432,0.150017208
110648,0.083384929,0.581093647,0.172111271,0.163410153
110649,0.093970328,0.535064016,0.172444998,0.198520657
110650,0.087069988,0.610741842,0.146520111,0.155668059
110651,0.105709168,0.442725035,0.309097734,0.142468063
110652,0.064142212,0.582732199,0.308669071,0.044456519
110653,0.085071813,0.638058213,0.168303121,0.108566853
110654,0.093804943,0.745710798,0.076596863,0.083887395
110655,0.079736621,0.699584561,0.144009958,0.07666886
110656,0.080334437,0.572165253,0.217161543,0.130338767
110657,0.077724875,0.646786926,0.148692262,0.126795936
110658,0.062551494,0.558909008,0.250156252,0.128383247
110659,0.083256092,0.564308387,0.182763354,0.169672167
110660,0.106937083,0.588626803,0.191704342,0.112731771
110661,0.097430867,0.484948931,0.228324653,0.189295549
110662,0.076739483,0.546080536,0.314763746,0.062416234
110663,0.078331446,0.666898164,0.165924008,0.088846382
110664,0.084073176,0.581386658,0.216786163,0.117754004
110665,0.093160101,0.537134106,0.274708975,0.094996819
110666,0.090665357,0.647491191,0.161481871,0.100361581
110667,0.08160042,0.493372531,0.235892749,0.1891343
110668,0.0829227,0.464849735,0.266495822,0.185731743
110669,0.088109026,0.4355336,0.415709743,0.060647631
110670,0.096055105,0.599135315,0.144346032,0.160463548
110671,0.081897611,0.395364824,0.355943684,0.16679388
110672,0.079236154,0.610843134,0.163697943,0.146222769
110673,0.078979923,0.598879808,0.16510316,0.157037109
110674,0.075691737,0.740640286,0.119149715,0.064518262
110675,0.139277603,0.47741683,0.261699634,0.121605933
110676,0.061634996,0.829141641,0.065064065,0.044159299
110677,0.081011273,0.617369047,0.151291733,0.150327947
110678,0.060122247,0.509844351,0.369976184,0.060057219
110679,0.056178431,0.433745834,0.305645878,0.204429856
110680,0.075998385,0.582488795,0.261556306,0.079956513
110681,0.07677454,0.590197197,0.170415623,0.162612639
110682,0.067667485,0.579024398,0.185437699,0.167870418
110683,0.086269379,0.590187883,0.214286768,0.10925597
110684,0.068805339,0.605133415,0.161228799,0.164832447
110685,0.090108084,0.571922536,0.174579466,0.163389913
110686,0.081030365,0.153291012,0.691789207,0.073889416
110687,0.110403995,0.640484615,0.191201932,0.057909458
110688,0.112412347,0.526503955,0.27384851,0.087235189
110689,0.100759976,0.534684845,0.271084843,0.093470336
110690,0.074968807,0.61748556,0.195764573,0.111781061
110691,0.077120265,0.701037028,0.108047786,0.113794921
110692,0.089702998,0.483745691,0.361733431,0.064817879
110693,0.078475581,0.406068623,0.388415248,0.127040547
110694,0.102802375,0.553363884,0.21615673,0.127677011
110695,0.08043188,0.583627492,0.210762149,0.125178478
110696,0.07710495,0.452563014,0.321943011,0.148389025
110697,0.103707623,0.520464674,0.190723637,0.185104066
110698,0.078853801,0.563943705,0.224685756,0.132516738
110699,0.069121402,0.573753147,0.274531876,0.082593574
110700,0.077679257,0.670136464,0.118941347,0.133242932
110701,0.087802268,0.67370274,0.126613282,0.111881709
110702,0.091096957,0.642586609,0.191757632,0.074558802
110703,0.080252111,0.581467044,0.193029842,0.145251002
110704,0.114537808,0.567560409,0.197373701,0.120528083
110705,0.084079939,0.63446922,0.141493874,0.139956967
110706,0.086014178,0.416594217,0.432026265,0.065365341
110707,0.082926417,0.471334235,0.275789871,0.169949477
110708,0.065910155,0.433521743,0.365140931,0.13542717
110709,0.089879262,0.589027612,0.139154115,0.181939012
110710,0.082111436,0.568811013,0.21499848,0.134079072
110711,0.078097405,0.586273015,0.201575864,0.134053716
110712,0.078581086,0.599408445,0.164533168,0.157477301
110713,0.079765868,0.664927249,0.11724402,0.138062862
110714,0.090939946,0.630711631,0.16610299,0.112245433
110715,0.08313903,0.554703576,0.23946954,0.122687854
110716,0.077307139,0.739629488,0.098962103,0.08410127
110717,0.085054165,0.611410745,0.137402996,0.166132095
110718,0.071664662,0.58946299,0.166585489,0.172286859
110719,0.07292175,0.513934295,0.198578322,0.214565633
110720,0.083579475,0.571450397,0.240823804,0.104146325
110721,0.074378046,0.631682138,0.215081269,0.078858546
110722,0.065453414,0.688932316,0.139037145,0.106577124
110723,0.083808953,0.628556494,0.199536438,0.088098115
110724,0.074486955,0.704198922,0.119320926,0.101993196
110725,0.074236588,0.558646115,0.262306518,0.10481078
110726,0.09896498,0.607157882,0.209204596,0.084672542
110727,0.072310813,0.518036563,0.270438052,0.139214572
110728,0.07737142,0.497951047,0.213549266,0.211128266
110729,0.098347351,0.584082239,0.17599206,0.141578349
110730,0.100986544,0.68649748,0.133475487,0.079040489
110731,0.062002259,0.407360271,0.399819647,0.130817823
110732,0.070009466,0.530794697,0.31689063,0.082305207
110733,0.076326757,0.499504673,0.187837428,0.236331142
110734,0.095430798,0.526169873,0.225488956,0.152910374
110735,0.082716963,0.58629281,0.188210816,0.142779412
110736,0.08217244,0.53028495,0.243606335,0.143936275
110737,0.060458623,0.736436985,0.146319696,0.056784696
110738,0.06900035,0.607691933,0.204581253,0.118726463
110739,0.080764806,0.625335496,0.191184355,0.102715343
110740,0.090923271,0.610076381,0.161466112,0.137534236
110741,0.077726285,0.506341852,0.231258216,0.184673648
110742,0.071459325,0.606866842,0.201099672,0.12057416
110743,0.090089651,0.7043093,0.117861874,0.087739175
110744,0.121112404,0.559906384,0.181669026,0.137312186
110745,0.071518108,0.703962299,0.12300001,0.101519582
110746,0.084993222,0.587329197,0.210195438,0.117482142
110747,0.099243252,0.61096031,0.118835482,0.170960955
110748,0.081430765,0.627875446,0.204501626,0.086192163
110749,0.107587326,0.457348222,0.393174811,0.041889641
110750,0.078567846,0.463458284,0.215466157,0.242507713
110751,0.07289887,0.677339095,0.1273982,0.122363835
110752,0.083036122,0.649168834,0.132832238,0.134962806
110753,0.071845007,0.645181126,0.157475164,0.125498704
110754,0.073515635,0.55716705,0.151975617,0.217341699
110755,0.074162716,0.550895005,0.239512934,0.135429345
110756,0.088531963,0.570656227,0.179872626,0.160939184
110757,0.062110797,0.569264103,0.286767379,0.081857721
110758,0.127167482,0.63773965,0.130407154,0.104685715
110759,0.071963735,0.619039918,0.156860989,0.152135358
110760,0.10554723,0.608860364,0.12347113,0.162121276
110761,0.0667531,0.629594228,0.18317463,0.120478041
110762,0.098919432,0.51874431,0.263259587,0.119076671
110763,0.066126074,0.685219541,0.076501127,0.172153258
110764,0.080134366,0.712096908,0.142115729,0.065652997
110765,0.070539502,0.589505207,0.150702147,0.189253143
110766,0.08873426,0.548161922,0.22146783,0.141635987
110767,0.088284112,0.385144752,0.465154367,0.061416769
110768,0.078146929,0.605774985,0.172435323,0.143642762
110769,0.074512922,0.611690093,0.167647122,0.146149863
110770,0.072220504,0.415086314,0.429330544,0.083362638
110771,0.145696648,0.591941519,0.203520168,0.058841665
110772,0.076369656,0.581727632,0.208103578,0.133799133
110773,0.070503579,0.599916586,0.192604299,0.136975537
110774,0.083819479,0.496553423,0.200002039,0.219625059
110775,0.071075959,0.505549061,0.189254089,0.23412089
110776,0.048030667,0.735514656,0.13899027,0.077464407
110777,0.065096543,0.753106299,0.095200883,0.086596275
110778,0.102834948,0.619685123,0.165558727,0.111921201
110779,0.110934678,0.65381607,0.145572535,0.089676717
110780,0.096440206,0.483231753,0.320003795,0.100324246
110781,0.073923603,0.579640588,0.210079736,0.136356074
110782,0.088662597,0.60128586,0.153466766,0.156584777
110783,0.076277637,0.635388434,0.169601351,0.118732579
110784,0.081832921,0.48573253,0.348394291,0.084040258
110785,0.091074579,0.404716534,0.312533904,0.191674984
110786,0.075692481,0.356141142,0.492866558,0.075299818
110787,0.073035697,0.719781229,0.103168632,0.104014441
110788,0.086525786,0.555340319,0.175604807,0.182529088
110789,0.078991041,0.600912497,0.173185605,0.146910857
110790,0.076708826,0.551772919,0.198850882,0.172667373
110791,0.070493396,0.424106913,0.38661402,0.118785671
110792,0.068472089,0.59018785,0.20203643,0.13930363
110793,0.07232777,0.571837028,0.190886238,0.164948964
110794,0.096804819,0.52030417,0.187731208,0.195159803
110795,0.110489847,0.608504796,0.225584276,0.05542108
110796,0.088083655,0.659536057,0.147537227,0.104843061
110797,0.073424537,0.283176996,0.495824079,0.147574387
110798,0.08745457,0.592046152,0.206059119,0.114440159
110799,0.077816472,0.548834643,0.202897341,0.170451544
110800,0.087290362,0.630225571,0.201184934,0.081299133
110801,0.089002957,0.48552572,0.197098737,0.228372586
110802,0.089647253,0.597407884,0.19486618,0.118078683
110803,0.075673576,0.608274002,0.194468222,0.121584201
110804,0.091311872,0.493543933,0.251201935,0.16394226
110805,0.087404211,0.571590952,0.219879735,0.121125103
110806,0.072423183,0.495276583,0.271358577,0.160941657
110807,0.075638707,0.540783228,0.291969098,0.091608968
110808,0.091562922,0.684947886,0.145073481,0.078415711
110809,0.083484811,0.579981124,0.2037108,0.132823264
110810,0.079807387,0.586386002,0.155281095,0.178525516
110811,0.085301636,0.647356551,0.142391714,0.124950099
110812,0.084464873,0.700113822,0.106092585,0.109328721
110813,0.072019435,0.562870537,0.215641263,0.149468765
110814,0.084323246,0.461717199,0.376381632,0.077577923
110815,0.089693196,0.532904315,0.277415936,0.099986553
110816,0.078112413,0.471532273,0.313387661,0.136967653
110817,0.061523923,0.318474194,0.528851045,0.091150839
110818,0.086736993,0.622476607,0.135482304,0.155304096
110819,0.07734627,0.6506225,0.167573893,0.104457336
110820,0.084334329,0.608611435,0.189657081,0.117397155
110821,0.072896245,0.68799518,0.134466631,0.104641944
110822,0.088632916,0.605162116,0.216601902,0.089603065
110823,0.073718421,0.503796119,0.312624078,0.109861382
110824,0.087774735,0.574267042,0.223643751,0.114314473
110825,0.085235438,0.593899618,0.178048954,0.142815991
110826,0.089817121,0.528612272,0.238049527,0.143521079
110827,0.075144726,0.700602786,0.116665798,0.107586691
110828,0.0717337,0.642317624,0.150745192,0.135203484
110829,0.076341745,0.555373324,0.218957801,0.14932713
110830,0.091849675,0.483182643,0.263086641,0.16188104
110831,0.096111019,0.721509486,0.118728997,0.063650498
110832,0.089981584,0.514682276,0.219809032,0.175527109
110833,0.087681873,0.460036418,0.298662057,0.153619652
110834,0.082718785,0.504232019,0.314025021,0.099024175
110835,0.096140816,0.668984285,0.188028129,0.04684677
110836,0.111010995,0.643836374,0.102513286,0.142639345
110837,0.110749784,0.42240313,0.324631176,0.14221591
110838,0.088797,0.711284478,0.113994608,0.085923914
110839,0.073508241,0.465598865,0.274688539,0.186204356
110840,0.087911224,0.689638622,0.181304739,0.041145415
110841,0.076947735,0.639544808,0.163728952,0.119778505
110842,0.080547074,0.647623739,0.160802996,0.11102619
110843,0.087184522,0.52732927,0.243676127,0.141810081
110844,0.082388903,0.606854627,0.20750444,0.10325203
110845,0.072156197,0.644223821,0.126878668,0.156741313
110846,0.081902591,0.592440937,0.196603036,0.129053437
110847,0.10258639,0.493937604,0.276366121,0.127109886
110848,0.095050076,0.521238549,0.294631255,0.08908012
110849,0.095265358,0.525066231,0.242076862,0.137591549
110850,0.115171203,0.71406345,0.120159578,0.050605769
110851,0.07653719,0.5613644,0.16854826,0.19355015
110852,0.073611357,0.517168521,0.208416495,0.200803627
110853,0.083229807,0.565521218,0.197948897,0.153300078
110854,0.088432578,0.494863901,0.256410785,0.160292736
110855,0.07703436,0.642293657,0.136661322,0.144010661
110856,0.09294491,0.645324539,0.139155167,0.122575384
110857,0.082035055,0.575939753,0.214479084,0.127546109
110858,0.0998388,0.399245091,0.427813718,0.073102391
110859,0.095812803,0.601235777,0.178573044,0.124378376
110860,0.068885797,0.630598858,0.165605006,0.134910339
110861,0.08126432,0.470575752,0.337485276,0.110674652
110862,0.125439598,0.603721886,0.149692576,0.12114594
110863,0.097401311,0.576999255,0.224922327,0.100677107
110864,0.072815693,0.586306864,0.167387324,0.173490119
110865,0.085863479,0.608547191,0.170988333,0.134600997
110866,0.077322093,0.608356185,0.194992824,0.119328897
110867,0.091396742,0.560450282,0.190689616,0.15746336
110868,0.077843612,0.752305413,0.095625353,0.074225623
110869,0.082983758,0.643564541,0.150571981,0.12287972
110870,0.084878666,0.595921471,0.242989643,0.07621022
110871,0.087304479,0.509715553,0.196541177,0.206438791
110872,0.067301344,0.663342567,0.14744264,0.121913449
110873,0.094199574,0.679662551,0.125457515,0.10068036
110874,0.075051498,0.56447136,0.152564438,0.207912704
110875,0.082877423,0.665096845,0.122309141,0.12971659
110876,0.074390281,0.622503817,0.162143669,0.140962233
110877,0.068400774,0.443196835,0.239801257,0.248601134
110878,0.127218808,0.516949209,0.321672148,0.034159835
110879,0.088171082,0.649204681,0.171425114,0.091199123
110880,0.066677292,0.617305775,0.119415599,0.196601335
110881,0.081521701,0.522000974,0.242507067,0.153970259
110882,0.071536216,0.706512688,0.160774134,0.061176963
110883,0.090146042,0.482143722,0.329790252,0.097919984
110884,0.090479347,0.663394499,0.100642616,0.145483538
110885,0.09306216,0.462753553,0.381103193,0.063081093
110886,0.07247984,0.495648386,0.359896788,0.071974986
110887,0.080843011,0.64563042,0.126258633,0.147267936
110888,0.072691764,0.487801985,0.205982704,0.233523547
110889,0.088281099,0.539252334,0.235136177,0.137330391
110890,0.111973659,0.487058774,0.344396905,0.056570662
110891,0.072625155,0.58262041,0.291870439,0.052883996
110892,0.07450848,0.645221635,0.164411322,0.115858562
110893,0.086462344,0.676013168,0.146184647,0.091339841
110894,0.098259634,0.582243879,0.194718643,0.124777843
110895,0.104175265,0.574402655,0.232596681,0.088825399
110896,0.086587348,0.490522752,0.279516228,0.143373672
110897,0.086952872,0.492180697,0.30650908,0.114357351
110898,0.080499977,0.539410675,0.179792263,0.200297085
110899,0.073352017,0.553883365,0.245914158,0.126850461
110900,0.088964045,0.465450697,0.347592358,0.0979929
110901,0.063502183,0.424336178,0.354943429,0.157218211
110902,0.080660212,0.599950636,0.231880144,0.087509009
110903,0.094858569,0.652448394,0.179908298,0.072784739
110904,0.094722494,0.453478947,0.332896893,0.118901666
110905,0.079782667,0.670659941,0.156039075,0.093518317
110906,0.078391282,0.628866171,0.202405216,0.09033733
110907,0.075854107,0.58364805,0.157382127,0.183115715
110908,0.104088288,0.650380834,0.161118392,0.084412486
110909,0.074345715,0.609483807,0.1526781,0.163492378
110910,0.094774446,0.62636115,0.166321113,0.112543291
110911,0.097054135,0.57879969,0.238825739,0.085320436
110912,0.090013814,0.554302401,0.226444274,0.129239511
110913,0.063174537,0.494927401,0.20394862,0.237949442
110914,0.065806252,0.654797263,0.153963161,0.125433323
110915,0.084835636,0.553005531,0.234970649,0.127188184
110916,0.108174746,0.510273709,0.282525959,0.099025586
110917,0.070811274,0.47613535,0.280559541,0.172493835
110918,0.071408173,0.528794538,0.2766039,0.12319339
110919,0.092576484,0.480854435,0.286875885,0.139693195
110920,0.083374925,0.608425096,0.157725211,0.150474768
110921,0.058247817,0.752138983,0.102351462,0.087261737
110922,0.097939931,0.631155869,0.17537498,0.09552922
110923,0.076157459,0.450697085,0.348969631,0.124175825
110924,0.076986651,0.624436994,0.225414789,0.073161566
110925,0.083264637,0.628086286,0.160245822,0.128403255
110926,0.101912969,0.633497716,0.207081079,0.057508237
110927,0.065382892,0.567617507,0.226059157,0.140940444
110928,0.077761973,0.49108176,0.283435013,0.147721254
110929,0.084741983,0.528592613,0.201158834,0.185506571
110930,0.072974825,0.464253174,0.286000052,0.17677195
110931,0.075166671,0.510291553,0.220772662,0.193769114
110932,0.075949538,0.557478742,0.277896916,0.088674804
110933,0.081952327,0.623744628,0.154158977,0.140144068
110934,0.08397784,0.445956187,0.284083718,0.185982256
110935,0.085657681,0.615859646,0.170943862,0.127538812
110936,0.080854207,0.620009351,0.174074543,0.125061899
110937,0.090107848,0.504112857,0.311753302,0.094025992
110938,0.082334074,0.539591522,0.249372037,0.128702367
110939,0.087363216,0.704958923,0.092069502,0.115608358
110940,0.085063343,0.404793265,0.423066859,0.087076533
110941,0.076425805,0.607906045,0.126967141,0.188701009
110942,0.069458191,0.640838499,0.111290286,0.178413024
110943,0.073117613,0.457446496,0.264996698,0.204439193
110944,0.088719182,0.635543027,0.160887334,0.114850458
110945,0.072464463,0.571487915,0.212625113,0.143422509
110946,0.093853608,0.669554497,0.14657134,0.090020555
110947,0.081897206,0.536469553,0.180128711,0.20150453
110948,0.069749356,0.713058439,0.167888807,0.049303398
110949,0.09155059,0.726801608,0.106325673,0.07532213
110950,0.086633389,0.619725699,0.153039988,0.140600924
110951,0.083566829,0.62717951,0.175286685,0.113966977
110952,0.061297358,0.632354854,0.174435338,0.13191245
110953,0.06874065,0.503669825,0.351654224,0.075935302
110954,0.063235546,0.474147533,0.323556646,0.139060274
110955,0.076879539,0.602773013,0.229839354,0.090508095
110956,0.089509701,0.468550341,0.267600198,0.174339761
110957,0.073519439,0.694154942,0.09816856,0.134157059
110958,0.08435779,0.527740565,0.246065513,0.141836132
110959,0.065968851,0.665401883,0.145940023,0.122689243
110960,0.081676695,0.56805785,0.210237517,0.140027938
110961,0.103014698,0.537698781,0.223573923,0.135712597
110962,0.084123151,0.527894301,0.233470262,0.154512286
110963,0.104058681,0.520513251,0.191487609,0.183940459
110964,0.087862038,0.45812025,0.260109972,0.19390774
110965,0.096468253,0.354646687,0.29570364,0.25318142
110966,0.084175123,0.692265108,0.138155011,0.085404757
110967,0.076622221,0.566968023,0.191062271,0.165347485
110968,0.100535199,0.615255571,0.183768921,0.100440309
110969,0.093927934,0.538651806,0.298217875,0.069202385
110970,0.077835249,0.666065103,0.186522479,0.069577169
110971,0.078966532,0.55164747,0.241948971,0.127437027
110972,0.073306463,0.438229445,0.24326208,0.245202013
110973,0.074450716,0.666081341,0.15721644,0.102251503
110974,0.091402544,0.650711557,0.172729219,0.08515668
110975,0.102235118,0.568436739,0.157728317,0.171599825
110976,0.069682855,0.561391355,0.256814986,0.112110804
110977,0.085148446,0.668795723,0.135221052,0.110834779
110978,0.09610362,0.605262878,0.205211805,0.093421696
110979,0.099700772,0.670956574,0.166161089,0.063181565
110980,0.09952217,0.648542809,0.163363525,0.088571495
110981,0.100227041,0.625777223,0.153149143,0.120846593
110982,0.075222021,0.445646979,0.366598316,0.112532684
110983,0.089271661,0.595455741,0.210373391,0.104899207
110984,0.089177125,0.509233632,0.202309087,0.199280156
110985,0.079662621,0.622730711,0.143229199,0.154377468
110986,0.086484196,0.602250079,0.202968449,0.108297276
110987,0.105238275,0.565723095,0.250185865,0.078852764
